-25.2917,33.4917,0,0
-24.875,33.4917,0,0
-24.4584,33.4917,0,0
-24.0418,33.4917,0,0
-23.6251,33.4917,0,0
-23.2085,33.4917,0,0
-22.7918,33.4917,0,0
-22.3752,33.4917,0,0
-21.9586,33.4917,0,0
-21.5419,33.4917,0,0
-21.1253,33.4917,0,0
-20.7086,33.4917,0,0
-20.292,33.4917,0,0
-19.8754,33.4917,0,0
-19.4587,33.4917,0,0
-19.0421,33.4917,0,0
-18.6254,33.4917,0,0
-18.2088,33.4917,0,0
-17.7922,33.4917,0,0
-17.3755,33.4917,0,0
-16.9589,33.4917,0,0
-16.5422,33.4917,0,0
-16.1256,33.4917,0,0
-15.709,33.4917,0,0
-15.2923,33.4917,0,0
-14.8757,33.4917,0,0
-14.459,33.4917,0,0
-14.0424,33.4917,0,0
-13.6258,33.4917,0,0
-13.2091,33.4917,0,0
-12.79248,33.4917,0,0
-12.37584,33.4917,0,0
-11.9592,33.4917,0,0
-11.54256,33.4917,0,0
-11.12592,33.4917,0,0
-10.70928,33.4917,0,0
-10.29264,33.4917,0,0
-9.876,33.4917,0,0
-9.45936,33.4917,0,0
-9.04272,33.4917,0,0
-8.62608,33.4917,0,0
-8.20944,33.4917,0,0
-7.7928,33.4917,0,0
-7.37616,33.4917,0,0
-6.95952,33.4917,0,0
-6.54288,33.4917,0,0
-6.12624,33.4917,0,0
-5.7096,33.4917,0,0
-5.29296,33.4917,0,0
-4.87632,33.4917,0,0
-4.45968,33.4917,0,0
-4.04304,33.4917,0,0
-3.626399,33.4917,0,0
-3.209759,33.4917,0,0
-2.793119,33.4917,0,0
-2.376479,33.4917,0,0
-1.95984,33.4917,0,0
-1.5432,33.4917,0,0
-1.12656,33.4917,0,0
-0.70992,33.4917,0,0
-0.29328,33.4917,0,0
0.12336,33.4917,0,0
0.54,33.4917,0,0
0.95664,33.4917,0,0
1.37328,33.4917,0,0
1.78992,33.4917,0,0
2.20656,33.4917,0,0
2.6232,33.4917,0,0
3.03984,33.4917,0,0
3.45648,33.4917,0,0
3.87312,33.4917,0,0
4.28976,33.4917,0,0
4.7064,33.4917,0,0
5.12304,33.4917,0,0
5.53968,33.4917,0,0
5.95632,33.4917,0,0
6.37296,33.4917,0,0
6.7896,33.4917,0,0
7.2062,33.4917,0,0
7.6229,33.4917,0,0
8.0395,33.4917,0,0
8.4562,33.4917,0,0
8.8728,33.4917,0,0
9.2894,33.4917,0,0
9.7061,33.4917,0,0
